Title,Publication Title,DOI,Authors,Year,Link,Type,read,Repeated,ACM,SCOPUS,IEEE,WOS
Full-Spectrum Out-of-Distribution Detection,International Journal of Computer Vision,10.1007/s11263-023-01811-z,Jingkang YangKaiyang ZhouZiwei Liu,2023,https://link.springer.com/article/10.1007/s11263-023-01811-z,Article,yes,yes,no,yes,no,yes
Gated information bottleneck for generalization in sequential environments,Knowledge and Information Systems,10.1007/s10115-022-01770-w,Francesco AlesianiShujian YuXi Yu,2022,https://link.springer.com/article/10.1007/s10115-022-01770-w,Article,yes,yes,no,yes,yes,yes
Gaussian Process Encoders: VAEs with&#xa0;Reliable Latent-Space Uncertainty,Machine Learning and Knowledge Discovery in Databases. Research Track,10.1007/978-3-030-86520-7_6,Judith BütepageLucas MaystreMounia Lalmas,2021,https://link.springer.com/chapter/10.1007/978-3-030-86520-7_6,Conference paper,yes,moved,no,no,no,no
Generalisation effects of predictive uncertainty estimation in deep learning for digital pathology,Scientific Reports,10.1038/s41598-022-11826-0,Milda PocevičiūtėGabriel EilertsenSofia JarkmanClaes Lundström,2022,https://link.springer.com/article/10.1038/s41598-022-11826-0,Article,yes,moved,no,no,no,no
Dynamically Transformed Instance Normalization Network for&#xa0;Generalizable Person Re-Identification,Computer Vision – ECCV 2022,10.1007/978-3-031-19781-9_17,Bingliang JiaoLingqiao LiuLiying GaoGuosheng LinLu YangShizhou ZhangPeng WangYanning Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-031-19781-9_17,Conference paper,,removed,no,no,no,no
ECR 2022 Book of Abstracts,Insights into Imaging,10.1186/s13244-022-01337-x,,2022,https://link.springer.com/article/10.1186/s13244-022-01337-x,Article,,removed,no,no,no,no
EEG-based emotion recognition using modified covariance and ensemble classifiers,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-023-04715-5,Abdulhamit SubasiSaeed Mian Qaisar,2023,https://link.springer.com/article/10.1007/s12652-023-04715-5,Article,,removed,no,no,no,no
Effective Non-IID Degree Estimation for Robust Federated Learning in Healthcare Datasets,Journal of Healthcare Informatics Research,10.1007/s41666-025-00195-8,Kun-Yi ChenChi-Ren ShyuYuan-Yu TsaiWilliam I. BaskettChi-Yu ChangChe-Yi ChouJeffrey J. P. TsaiZon-Yin Shae,2025,https://link.springer.com/article/10.1007/s41666-025-00195-8,Article,,removed,no,no,no,no
Effectiveness of&#xa0;Integration of&#xa0;U-Net Variants in&#xa0;Denoising Diffusion Models,Proceedings of International Conference on Data Analytics and Insights,10.1007/978-981-96-3287-9_40,Biprajit GhoshalSayan MondalMainak Bandyopadhyay,2025,https://link.springer.com/chapter/10.1007/978-981-96-3287-9_40,Conference paper,,removed,no,,,
Efficient and&#xa0;Versatile Robust Fine-Tuning of&#xa0;Zero-Shot Models,Computer Vision – ECCV 2024,10.1007/978-3-031-72643-9_26,Sungyeon KimBoseung JeongDonghyun KimSuha Kwak,2025,https://link.springer.com/chapter/10.1007/978-3-031-72643-9_26,Conference paper,,removed,no,no,no,no
Generalization of vision pre-trained models for histopathology,Scientific Reports,10.1038/s41598-023-33348-z,Milad SikaroudiMaryam HosseiniRicardo GonzalezShahryar RahnamayanH. R. Tizhoosh,2023,https://link.springer.com/article/10.1038/s41598-023-33348-z,Article,yes,moved,no,no,no,yes
Generalized Out-of-Distribution Detection: A Survey,International Journal of Computer Vision,10.1007/s11263-024-02117-4,Jingkang YangKaiyang ZhouYixuan LiZiwei Liu,2024,https://link.springer.com/article/10.1007/s11263-024-02117-4,Article,yes,moved,no,no,no,no
Generative models improve fairness of medical classifiers under distribution shifts,Nature Medicine,10.1038/s41591-024-02838-6,Ira KtenaOlivia WilesIsabela AlbuquerqueSylvestre-Alvise RebuffiRyutaro TannoAbhijit Guha RoyShekoofeh AziziDanielle BelgravePushmeet KohliTaylan CemgilAlan KarthikesalingamSven Gowal,2024,https://link.springer.com/article/10.1038/s41591-024-02838-6,Article,yes,moved,no,no,no,no
EHR foundation models improve robustness in the presence of temporal distribution shift,Scientific Reports,10.1038/s41598-023-30820-8,Lin Lawrence GuoEthan SteinbergScott Lanyon FlemingJose PosadaJoshua LemmonStephen R. PfohlNigam ShahJason FriesLillian Sung,2023,https://link.springer.com/article/10.1038/s41598-023-30820-8,Article,,removed,no,no,no,yes
EM-OFRP: enhanced memory-based optical flow reconstruction and variational prediction for video anomaly detection,Multimedia Systems,10.1007/s00530-025-01958-4,Hong XiaSiyu FengHui JiaYanping Chen,2025,https://link.springer.com/article/10.1007/s00530-025-01958-4,Article,,removed,no,no,no,no
Empirical Study of&#xa0;the&#xa0;Model Generalization for&#xa0;Argument Mining in&#xa0;Cross-Domain and&#xa0;Cross-Topic Settings,Transactions on Large-Scale Data- and Knowledge-Centered Systems LII,10.1007/978-3-662-66146-8_5,Alaa AlhamzehElőd Egyed-ZsigmondDorra El MekkiAbderrazzak El KhayariJelena MitrovićLionel BrunieHarald Kosch,2022,https://link.springer.com/chapter/10.1007/978-3-662-66146-8_5,Chapter,,removed,no,no,no,no
End-to-End Optimization of&#xa0;Quantization-Based Structure Learning and&#xa0;Interventional Next-Item Recommendation,Artificial Intelligence,10.1007/978-981-99-8850-1_34,Kairui FuQiaowei MiaoShengyu ZhangKun KuangFei Wu,2024,https://link.springer.com/chapter/10.1007/978-981-99-8850-1_34,Conference paper,,removed,no,no,no,no
Energiewirtschaft,Künstliche Intelligenz und Data Science in Theorie und Praxis,10.1007/978-3-662-66278-6_20,Philipp DitzelMichael MommertWolfgang Korosec,2023,https://link.springer.com/chapter/10.1007/978-3-662-66278-6_20,Chapter,,removed,no,no,no,no
Generative Semantic Domain Adaptation for Perception in Autonomous Driving,Journal of Big Data Analytics in Transportation,10.1007/s42421-022-00057-4,Amitangshu MukherjeeAmeya JoshiAnuj SharmaChinmay HegdeSoumik Sarkar,2022,https://link.springer.com/article/10.1007/s42421-022-00057-4,Article,yes,moved,no,no,no,no
Ghost-Connect Net: A Generalization-Enhanced Guidance for Sparse Deep Networks Under Distribution Shifts,Neural Processing Letters,10.1007/s11063-025-11758-6,Mary WisellSalimeh Sekeh,2025,https://link.springer.com/article/10.1007/s11063-025-11758-6,Article,yes,moved,no,no,no,no
Energy-Based Policy Constraint for&#xa0;Offline Reinforcement Learning,Artificial Intelligence,10.1007/978-981-99-9119-8_30,Zhiyong PengChanglin HanYadong LiuZongtan Zhou,2024,https://link.springer.com/chapter/10.1007/978-981-99-9119-8_30,Conference paper,,removed,no,,,
Enhanced Multimodal Breast Cancer Diagnosis Using Random Graph Diffusion-Based Two-Branch Attention Adversarial Domain Adaptation with Improved Orca Predation Optimization,Biomedical Materials & Devices,10.1007/s44174-025-00471-6,D. VetrithangamDinesh Kumar AngurajKrishna Prakash ArunachalamNidhya Rangarajan,2025,https://link.springer.com/article/10.1007/s44174-025-00471-6,Article,,removed,no,,,
Good Teachers Explain: Explanation-Enhanced Knowledge Distillation,Computer Vision – ECCV 2024,10.1007/978-3-031-73464-9_18,Amin Parchami-AraghiMoritz BöhleSukrut RaoBernt Schiele,2025,https://link.springer.com/chapter/10.1007/978-3-031-73464-9_18,Conference paper,yes,moved,no,no,no,no
Enhancing encrypted HTTPS traffic classification based on stacked deep ensembles models,Scientific Reports,10.1038/s41598-025-21261-6,Ahmed M. ElsheweyAhmed M. Osman,2025,https://link.springer.com/article/10.1038/s41598-025-21261-6,Article,,removed,no,,,
Gradient-aware domain-invariant learning for domain generalization,Multimedia Systems,10.1007/s00530-024-01613-4,Feng HouYao ZhangYang LiuJin YuanCheng ZhongYang ZhangZhongchao ShiJianping FanZhiqiang He,2025,https://link.springer.com/article/10.1007/s00530-024-01613-4,Article,yes,moved,no,no,no,no
Enhancing IoT Network Security by Anomaly Detection and Intrusion Prevention Using Gannet Optimization-Based Adaptive Deep Capsule Network,International Journal of Computational Intelligence Systems,10.1007/s44196-025-00940-2,WeiWei HuJafar A. AlzubiJ. ShreyasMuna Al-RazganYasser A. AliA. Karthikayan,2025,https://link.springer.com/article/10.1007/s44196-025-00940-2,Article,,removed,no,,,
Gradient-Regularized Out-of-Distribution Detection,Computer Vision – ECCV 2024,10.1007/978-3-031-72624-8_26,Sina SharifiTaha EntesariBardia SafaeiVishal M. PatelMahyar Fazlyab,2025,https://link.springer.com/chapter/10.1007/978-3-031-72624-8_26,Conference paper,yes,moved,no,no,no,no
Handling data drift in deep learning-based quality monitoring: evaluating calibration methods using the example of friction stir welding,Journal of Intelligent Manufacturing,10.1007/s10845-025-02569-6,Johannes C. BauerStephan TrattnigFabian VieltorfRüdiger Daub,2025,https://link.springer.com/article/10.1007/s10845-025-02569-6,Article,yes,moved,no,no,no,no
Enhancing skin lesion diagnosis with data augmentation techniques: a review of the state-of-the-art,Multimedia Tools and Applications,10.1007/s11042-024-20145-7,Aniket PatilAnjula MehtoSaif Nalband,2024,https://link.springer.com/article/10.1007/s11042-024-20145-7,Article,,removed,no,no,no,no
Enhancing Zero-Shot Action Recognition in Videos by Combining GANs with Text and Images,SN Computer Science,10.1007/s42979-023-01803-3,Kaiqiang HuangLuis Miralles-PechuánSusan Mckeever,2023,https://link.springer.com/article/10.1007/s42979-023-01803-3,Article,,removed,no,no,no,no
Ensemble of loss functions to improve generalizability of deep metric learning methods,Multimedia Tools and Applications,10.1007/s11042-023-16160-9,Davood ZabihzadehZahraa AlitbiSeyed Jalaleddin Mousavirad,2023,https://link.springer.com/article/10.1007/s11042-023-16160-9,Article,,removed,no,no,no,no
Handling Domain Shift for&#xa0;Lesion Detection via&#xa0;Semi-supervised Domain Adaptation,Computer Vision – ACCV 2022 Workshops,10.1007/978-3-031-27066-6_8,Manu SheoranMonika SharmaMeghal DaniLovekesh Vig,2023,https://link.springer.com/chapter/10.1007/978-3-031-27066-6_8,Conference paper,yes,moved,no,no,no,no
Entangle-then-disentangle: a novel approach for enhancing large vision-language model,Machine Learning,10.1007/s10994-025-06811-3,Jiajun YuanHaiting ZhengHang YuXiangfeng Luo,2025,https://link.springer.com/article/10.1007/s10994-025-06811-3,Article,,removed,no,no,no,yes
Handling unexpected inputs:&#xa0;incorporating source-wise&#xa0;out-of-distribution detection into SAR-optical data fusion for scene classification,EURASIP Journal on Advances in Signal Processing,10.1186/s13634-023-01008-z,Jakob GawlikowskiSudipan SahaJulia NieblingXiao Xiang Zhu,2023,https://link.springer.com/article/10.1186/s13634-023-01008-z,Article,yes,moved,no,no,no,no
Equitable machine learning counteracts ancestral bias in precision medicine,Nature Communications,10.1038/s41467-025-57216-8,Leslie A. SmithJames A. CahillJi-Hyun LeeKiley Graim,2025,https://link.springer.com/article/10.1038/s41467-025-57216-8,Article,,removed,no,no,no,no
"Ergo, SMIRK is safe: a safety case for a machine learning component in a pedestrian automatic emergency brake system",Software Quality Journal,10.1007/s11219-022-09613-1,Markus BorgJens HenrikssonKasper SochaOlof LennartssonElias Sonnsjö LönegrenThanh BuiPiotr TomaszewskiSankar Raman SathyamoorthySebastian BrinkMahshid Helali Moghadam,2023,https://link.springer.com/article/10.1007/s11219-022-09613-1,Article,,removed,no,no,no,no
Hierarchical Task-Incremental Learning with Feature-Space Initialization Inspired by Neural Collapse,Neural Processing Letters,10.1007/s11063-023-11352-8,Qinhao ZhouXiang XiangJing Ma,2023,https://link.springer.com/article/10.1007/s11063-023-11352-8,Article,yes,moved,no,no,no,no
High-frequency-based multi-spectral attention for domain generalization,Artificial Intelligence Review,10.1007/s10462-025-11217-7,Surong YingXinghao SongHongpeng Wang,2025,https://link.springer.com/article/10.1007/s10462-025-11217-7,Article,yes,moved,no,no,no,yes
Evaluating the Robustness of DL-Based AAD in SDN-IoT Networks Against OOD Data and Poisoning Attacks Using Autoencoders,Journal of Network and Systems Management,10.1007/s10922-025-09989-y,Tharindu Lakshan YasarathnaNhien-An Le-Khac,2025,https://link.springer.com/article/10.1007/s10922-025-09989-y,Article,,removed,no,,,
Evaluating the&#xa0;Robustness of&#xa0;ML Models to&#xa0;Out-of-Distribution Data Through Similarity Analysis,New Trends in Database and Information Systems,10.1007/978-3-031-42941-5_30,Joakim LindénHåkan ForsbergMasoud DaneshtalabIngemar Söderquist,2023,https://link.springer.com/chapter/10.1007/978-3-031-42941-5_30,Conference paper,,removed,no,no,no,no
Evaluating uncertainty-based active learning for accelerating the generalization of molecular property prediction,Journal of Cheminformatics,10.1186/s13321-023-00753-5,Tianzhixi YinGihan PanapitiyaElizabeth D. CodaEmily G. Saldanha,2023,https://link.springer.com/article/10.1186/s13321-023-00753-5,Article,,removed,no,no,no,no
Evaluation and&#xa0;Analysis of&#xa0;Different Aggregation and&#xa0;Hyperparameter Selection Methods for&#xa0;Federated Brain Tumor Segmentation,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",10.1007/978-3-031-09002-8_36,Ece Isik-PolatGorkem PolatAltan KocyigitAlptekin Temizel,2022,https://link.springer.com/chapter/10.1007/978-3-031-09002-8_36,Conference paper,,removed,no,no,no,no
Evaluation of Quantification Algorithms,Learning to Quantify,10.1007/978-3-031-20467-8_3,Andrea EsuliAlessandro FabrisAlejandro MoreoFabrizio Sebastiani,2023,https://link.springer.com/chapter/10.1007/978-3-031-20467-8_3,Chapter,,removed,no,no,no,no
Evaluation of&#xa0;Detection and&#xa0;Segmentation Tasks on&#xa0;Driving Datasets,Computer Vision and Image Processing,10.1007/978-3-031-11346-8_44,Deepak SinghAmeet RahaneAjoy MondalAnbumani SubramanianC. V. Jawahar,2022,https://link.springer.com/chapter/10.1007/978-3-031-11346-8_44,Conference paper,,removed,no,,,
"EVATOM: an optical, label-free, machine learning assisted embryo health assessment tool",Communications Biology,10.1038/s42003-024-05960-w,Neha GoswamiNicola WinstonWonho ChoiNastasia Z. E. LaiRachel B. ArcanjoXi ChenNahil SobhRomana A. NowakMark A. AnastasioGabriel Popescu,2024,https://link.springer.com/article/10.1038/s42003-024-05960-w,Article,,removed,no,,,
Evolutionary Strategies AI Addresses Multiple Technical Challenges in Deep Learning Deployment: Proof-of-Principle Demonstration for Neuroblastoma Brain Metastasis Detection,Journal of Imaging Informatics in Medicine,10.1007/s10278-024-01165-z,Subhanik PurkayasthaHrithwik ShaluDavid GutmanAndrei HolodnyShakeel ModakEllen BasuBrian KushnerKim KramerSofia HaqueJoseph N. Stember,2024,https://link.springer.com/article/10.1007/s10278-024-01165-z,Article,,removed,no,no,no,no
Experimental Design Principles for Developing Machine Learning Models for Human–Robot Interaction,Discovering the Frontiers of Human-Robot Interaction,10.1007/978-3-031-66656-8_14,Josh Bhagat SmithMark-Robin GiolandoVivek MallampatiPrakash BaskaranJulie A. Adams,2024,https://link.springer.com/chapter/10.1007/978-3-031-66656-8_14,Chapter,,removed,no,no,no,no
Explainable machine learning in materials science,npj Computational Materials,10.1038/s41524-022-00884-7,Xiaoting ZhongBrian GallagherShusen LiuBhavya KailkhuraAnna HiszpanskiT. Yong-Jin Han,2022,https://link.springer.com/article/10.1038/s41524-022-00884-7,Article,,removed,no,no,no,no
Explainable reinforcement learning (XRL): a systematic literature review and taxonomy,Machine Learning,10.1007/s10994-023-06479-7,Yanzhe Bekkemoen,2023,https://link.springer.com/article/10.1007/s10994-023-06479-7,Article,,removed,no,,,
Exploiting redundancy in large materials datasets for efficient machine learning with less data,Nature Communications,10.1038/s41467-023-42992-y,Kangming LiDaniel PersaudKamal ChoudharyBrian DeCostMichael GreenwoodJason Hattrick-Simpers,2023,https://link.springer.com/article/10.1038/s41467-023-42992-y,Article,,removed,no,,,
Histogram-Based Unsupervised Domain Adaptation for&#xa0;Medical Image Classification,Medical Image Computing and Computer Assisted Intervention – MICCAI 2022,10.1007/978-3-031-16449-1_72,Pengfei DiaoAkshay PaiChristian IgelChristian Hedeager Krag,2022,https://link.springer.com/chapter/10.1007/978-3-031-16449-1_72,Conference paper,yes,moved,no,no,no,no
Histopathological Image Analysis with&#xa0;Style-Augmented Feature Domain Mixing for&#xa0;Improved Generalization,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023 Workshops,10.1007/978-3-031-47401-9_28,Vaibhav KhamankarSutanu BeraSaumik BhattacharyaDebashis SenPrabir Kumar Biswas,2023,https://link.springer.com/chapter/10.1007/978-3-031-47401-9_28,Conference paper,yes,moved,no,no,no,no
